gene_id	trans_id	gene_name	transcript_name	gene_type	transcript_type
ENSG00000165156.15	ENST00000522655.5	ZHX1	ZHX1-206	protein_coding	protein_coding
ENSG00000156802.13	ENST00000517666.5	ATAD2	ATAD2-202	protein_coding	nonsense_mediated_decay
ENSG00000156802.13	ENST00000287394.10	ATAD2	ATAD2-201	protein_coding	protein_coding
ENSG00000156802.13	ENST00000521903.5	ATAD2	ATAD2-205	protein_coding	protein_coding
ENSG00000156802.13	ENST00000519124.5	ATAD2	ATAD2-203	protein_coding	nonsense_mediated_decay
ENSG00000156795.8	ENST00000523984.5	NTAQ1	NTAQ1-208	protein_coding	protein_coding
ENSG00000156795.8	ENST00000524254.5	NTAQ1	NTAQ1-209	protein_coding	protein_coding
ENSG00000156795.8	ENST00000287387.7	NTAQ1	NTAQ1-201	protein_coding	protein_coding
ENSG00000156795.8	ENST00000650311.1	NTAQ1	NTAQ1-210	protein_coding	protein_coding
ENSG00000156795.8	ENST00000517609.5	NTAQ1	NTAQ1-202	protein_coding	nonsense_mediated_decay
ENSG00000156795.8	ENST00000519199.5	NTAQ1	NTAQ1-204	protein_coding	nonsense_mediated_decay
ENSG00000156795.8	ENST00000523551.1	NTAQ1	NTAQ1-207	protein_coding	nonsense_mediated_decay
ENSG00000156795.8	ENST00000523356.1	NTAQ1	NTAQ1-206	protein_coding	protein_coding
ENSG00000156795.8	ENST00000518125.1	NTAQ1	NTAQ1-203	protein_coding	protein_coding
ENSG00000156804.7	ENST00000517956.5	FBXO32	FBXO32-203	protein_coding	protein_coding
ENSG00000156804.7	ENST00000443022.2	FBXO32	FBXO32-202	protein_coding	protein_coding
ENSG00000254113.1	ENST00000518970.1	ENSG00000254113	ENST00000518970	lncRNA	lncRNA
ENSG00000253286.6	ENST00000652905.1	ENSG00000253286	ENST00000652905	lncRNA	lncRNA
ENSG00000253286.6	ENST00000518633.5	ENSG00000253286	ENST00000518633	lncRNA	lncRNA
ENSG00000253286.6	ENST00000524355.1	ENSG00000253286	ENST00000524355	lncRNA	lncRNA
ENSG00000175946.9	ENST00000684634.1	KLHL38	KLHL38-202	protein_coding	protein_coding
ENSG00000175946.9	ENST00000325995.7	KLHL38	KLHL38-201	protein_coding	protein_coding
ENSG00000104537.17	ENST00000419625.6	ANXA13	ANXA13-202	protein_coding	protein_coding
ENSG00000104537.17	ENST00000262219.10	ANXA13	ANXA13-201	protein_coding	protein_coding
ENSG00000176853.16	ENST00000334705.12	FAM91A1	FAM91A1-201	protein_coding	protein_coding
ENSG00000176853.16	ENST00000521166.5	FAM91A1	FAM91A1-207	protein_coding	protein_coding
ENSG00000176853.16	ENST00000519721.5	FAM91A1	FAM91A1-205	protein_coding	nonsense_mediated_decay
ENSG00000176853.16	ENST00000517912.1	FAM91A1	FAM91A1-202	protein_coding	nonsense_mediated_decay
ENSG00000176853.16	ENST00000518976.1	FAM91A1	FAM91A1-204	protein_coding	nonsense_mediated_decay
ENSG00000214814.7	ENST00000522917.5	FER1L6	FER1L6-201	protein_coding	protein_coding
ENSG00000254000.1	ENST00000522087.1	ENSG00000254000	ENST00000522087	lncRNA	lncRNA
ENSG00000181171.5	ENST00000518567.1	FER1L6-AS1	FER1L6-AS1-201	lncRNA	lncRNA
ENSG00000254249.1	ENST00000522005.1	ENSG00000254249	ENST00000522005	lncRNA	lncRNA
ENSG00000253868.4	ENST00000669903.1	FER1L6-AS2	FER1L6-AS2-203	lncRNA	lncRNA
ENSG00000253868.4	ENST00000520031.1	FER1L6-AS2	FER1L6-AS2-201	lncRNA	lncRNA
ENSG00000214803.3	ENST00000523703.1	ENSG00000214803	ENST00000523703	lncRNA	lncRNA
ENSG00000253227.2	ENST00000660335.1	ENSG00000253227	ENST00000660335	lncRNA	lncRNA
ENSG00000253227.2	ENST00000668271.1	ENSG00000253227	ENST00000668271	lncRNA	lncRNA
ENSG00000164983.9	ENST00000297632.8	TMEM65	TMEM65-201	protein_coding	protein_coding
ENSG00000164983.9	ENST00000704783.1	TMEM65	TMEM65-202	protein_coding	protein_coding
ENSG00000164983.9	ENST00000704785.1	TMEM65	TMEM65-204	protein_coding	nonsense_mediated_decay
ENSG00000164983.9	ENST00000704786.1	TMEM65	TMEM65-205	protein_coding	protein_coding
ENSG00000164983.9	ENST00000704788.1	TMEM65	TMEM65-207	protein_coding	protein_coding
ENSG00000183665.5	ENST00000328599.4	TRMT12	TRMT12-201	protein_coding	protein_coding
ENSG00000183665.5	ENST00000522518.1	TRMT12	TRMT12-203	protein_coding	nonsense_mediated_decay
ENSG00000245149.6	ENST00000499418.2	RNF139-DT	RNF139-DT-201	lncRNA	lncRNA
ENSG00000245149.6	ENST00000519861.2	RNF139-DT	RNF139-DT-202	lncRNA	lncRNA
ENSG00000170881.5	ENST00000303545.4	RNF139	RNF139-201	protein_coding	protein_coding
ENSG00000147687.19	ENST00000522927.5	TATDN1	TATDN1-215	protein_coding	nonsense_mediated_decay
ENSG00000147687.19	ENST00000276692.11	TATDN1	TATDN1-201	protein_coding	protein_coding
ENSG00000147687.19	ENST00000630259.1	TATDN1	TATDN1-221	protein_coding	protein_coding
ENSG00000147687.19	ENST00000523214.5	TATDN1	TATDN1-217	protein_coding	nonsense_mediated_decay
ENSG00000147687.19	ENST00000519548.5	TATDN1	TATDN1-206	protein_coding	protein_coding
ENSG00000147687.19	ENST00000517678.5	TATDN1	TATDN1-202	protein_coding	protein_coding
ENSG00000147687.19	ENST00000519776.5	TATDN1	TATDN1-207	protein_coding	nonsense_mediated_decay
ENSG00000147687.19	ENST00000605953.5	TATDN1	TATDN1-220	protein_coding	protein_coding
ENSG00000147687.19	ENST00000520321.5	TATDN1	TATDN1-208	protein_coding	nonsense_mediated_decay
ENSG00000147687.19	ENST00000522310.5	TATDN1	TATDN1-213	protein_coding	nonsense_mediated_decay
ENSG00000147687.19	ENST00000520938.3	TATDN1	TATDN1-209	protein_coding	nonsense_mediated_decay
ENSG00000253106.1	ENST00000518639.1	ENSG00000253106	ENST00000518639	lncRNA	lncRNA
ENSG00000147684.10	ENST00000606244.2	NDUFB9	NDUFB9-208	protein_coding	protein_coding
ENSG00000147684.10	ENST00000276689.8	NDUFB9	NDUFB9-201	protein_coding	protein_coding
ENSG00000147684.10	ENST00000677021.1	NDUFB9	NDUFB9-210	protein_coding	nonsense_mediated_decay
ENSG00000147684.10	ENST00000518008.5	NDUFB9	NDUFB9-204	protein_coding	protein_coding
ENSG00000147684.10	ENST00000677822.1	NDUFB9	NDUFB9-213	protein_coding	nonsense_mediated_decay
ENSG00000147684.10	ENST00000522532.6	NDUFB9	NDUFB9-206	protein_coding	nonsense_mediated_decay
ENSG00000147684.10	ENST00000517367.1	NDUFB9	NDUFB9-202	protein_coding	protein_coding
ENSG00000147684.10	ENST00000677950.1	NDUFB9	NDUFB9-214	protein_coding	nonsense_mediated_decay
ENSG00000147684.10	ENST00000676713.1	NDUFB9	NDUFB9-209	protein_coding	nonsense_mediated_decay
ENSG00000170873.19	ENST00000518547.6	MTSS1	MTSS1-205	protein_coding	protein_coding
ENSG00000170873.19	ENST00000378017.7	MTSS1	MTSS1-202	protein_coding	protein_coding
ENSG00000170873.19	ENST00000325064.9	MTSS1	MTSS1-201	protein_coding	protein_coding
ENSG00000170873.19	ENST00000431961.6	MTSS1	MTSS1-203	protein_coding	protein_coding
ENSG00000170873.19	ENST00000524090.5	MTSS1	MTSS1-216	protein_coding	protein_coding
ENSG00000255491.4	ENST00000533516.2	ENSG00000255491	ENST00000533516	lncRNA	lncRNA
ENSG00000255491.4	ENST00000655969.1	ENSG00000255491	ENST00000655969	lncRNA	lncRNA
ENSG00000249816.8	ENST00000657752.1	LINC00964	LINC00964-228	lncRNA	lncRNA
ENSG00000249816.8	ENST00000660300.1	LINC00964	LINC00964-236	lncRNA	lncRNA
ENSG00000249816.8	ENST00000669524.1	LINC00964	LINC00964-274	lncRNA	lncRNA
ENSG00000249816.8	ENST00000667605.1	LINC00964	LINC00964-271	lncRNA	lncRNA
ENSG00000249816.8	ENST00000670706.1	LINC00964	LINC00964-280	lncRNA	lncRNA
ENSG00000249816.8	ENST00000663062.1	LINC00964	LINC00964-247	lncRNA	lncRNA
ENSG00000249816.8	ENST00000663765.1	LINC00964	LINC00964-254	lncRNA	lncRNA
ENSG00000249816.8	ENST00000670035.1	LINC00964	LINC00964-275	lncRNA	lncRNA
ENSG00000249816.8	ENST00000510897.7	LINC00964	LINC00964-202	lncRNA	lncRNA
ENSG00000249816.8	ENST00000671628.1	LINC00964	LINC00964-283	lncRNA	lncRNA
ENSG00000249816.8	ENST00000663450.1	LINC00964	LINC00964-251	lncRNA	lncRNA
ENSG00000255313.2	ENST00000657373.1	ENSG00000255313	ENST00000657373	lncRNA	lncRNA
ENSG00000286955.1	ENST00000659972.1	ENSG00000286955	ENST00000659972	lncRNA	lncRNA
ENSG00000180938.6	ENST00000319286.6	ZNF572	ZNF572-201	protein_coding	protein_coding
ENSG00000253513.1	ENST00000523030.1	SQLE-DT	SQLE-DT-201	lncRNA	lncRNA
ENSG00000104549.12	ENST00000523430.5	SQLE	SQLE-206	protein_coding	protein_coding
ENSG00000104549.12	ENST00000265896.10	SQLE	SQLE-201	protein_coding	protein_coding
ENSG00000164961.16	ENST00000318410.12	WASHC5	WASHC5-201	protein_coding	protein_coding
ENSG00000164961.16	ENST00000517845.5	WASHC5	WASHC5-202	protein_coding	protein_coding
ENSG00000253167.1	ENST00000519140.1	WASHC5-AS1	WASHC5-AS1-201	lncRNA	lncRNA
ENSG00000156831.8	ENST00000519010.5	NSMCE2	NSMCE2-206	protein_coding	protein_coding
ENSG00000156831.8	ENST00000520866.5	NSMCE2	NSMCE2-208	protein_coding	protein_coding
ENSG00000156831.8	ENST00000287437.8	NSMCE2	NSMCE2-201	protein_coding	protein_coding
ENSG00000156831.8	ENST00000522563.5	NSMCE2	NSMCE2-210	protein_coding	protein_coding
ENSG00000156831.8	ENST00000518146.5	NSMCE2	NSMCE2-205	protein_coding	nonsense_mediated_decay
ENSG00000156831.8	ENST00000519712.1	NSMCE2	NSMCE2-207	protein_coding	nonsense_mediated_decay
ENSG00000156831.8	ENST00000517315.1	NSMCE2	NSMCE2-202	protein_coding	protein_coding
ENSG00000254431.1	ENST00000526947.1	ENSG00000254431	ENST00000526947	lncRNA	lncRNA
ENSG00000173334.4	ENST00000311922.4	TRIB1	TRIB1-201	protein_coding	protein_coding
ENSG00000173334.4	ENST00000520847.1	TRIB1	TRIB1-203	protein_coding	protein_coding
ENSG00000173334.4	ENST00000519576.1	TRIB1	TRIB1-202	protein_coding	protein_coding
ENSG00000253111.2	ENST00000522815.1	TRIB1AL	TRIB1AL-202	lncRNA	lncRNA
ENSG00000253111.2	ENST00000521991.2	TRIB1AL	TRIB1AL-201	lncRNA	lncRNA
ENSG00000286122.1	ENST00000651999.1	LINC02964	LINC02964-201	lncRNA	lncRNA
ENSG00000253470.1	ENST00000518339.1	ENSG00000253470	ENST00000518339	lncRNA	lncRNA
ENSG00000245164.10	ENST00000651667.1	LINC00861	LINC00861-206	lncRNA	lncRNA
ENSG00000245164.10	ENST00000652311.1	LINC00861	LINC00861-207	lncRNA	lncRNA
ENSG00000245164.10	ENST00000500989.3	LINC00861	LINC00861-201	lncRNA	lncRNA
ENSG00000245164.10	ENST00000651482.1	LINC00861	LINC00861-205	lncRNA	lncRNA
ENSG00000254227.1	ENST00000523525.1	ENSG00000254227	ENST00000523525	lncRNA	lncRNA
ENSG00000244791.3	ENST00000500180.3	ENSG00000244791	ENST00000500180	lncRNA	lncRNA
ENSG00000253427.1	ENST00000520171.1	ENSG00000253427	ENST00000520171	lncRNA	lncRNA
ENSG00000253220.2	ENST00000648647.1	ENSG00000253220	ENST00000648647	lncRNA	lncRNA
ENSG00000253530.2	ENST00000664111.1	ENSG00000253530	ENST00000664111	lncRNA	lncRNA
ENSG00000253530.2	ENST00000519123.1	ENSG00000253530	ENST00000519123	lncRNA	lncRNA
ENSG00000168672.4	ENST00000304916.4	LRATD2	LRATD2-201	protein_coding	protein_coding
ENSG00000168672.4	ENST00000652209.1	LRATD2	LRATD2-203	protein_coding	protein_coding
ENSG00000253438.5	ENST00000524320.2	PCAT1	PCAT1-207	lncRNA	lncRNA
ENSG00000253438.5	ENST00000645490.1	PCAT1	PCAT1-229	lncRNA	lncRNA
ENSG00000253438.5	ENST00000519880.5	PCAT1	PCAT1-204	lncRNA	lncRNA
ENSG00000253438.5	ENST00000645463.1	PCAT1	PCAT1-228	lncRNA	lncRNA
ENSG00000253438.5	ENST00000520512.1	PCAT1	PCAT1-205	lncRNA	lncRNA
ENSG00000253438.5	ENST00000647190.2	PCAT1	PCAT1-232	lncRNA	lncRNA
ENSG00000253438.5	ENST00000643101.1	PCAT1	PCAT1-211	lncRNA	lncRNA
ENSG00000253438.5	ENST00000643428.1	PCAT1	PCAT1-213	lncRNA	lncRNA
ENSG00000253438.5	ENST00000519319.2	PCAT1	PCAT1-203	lncRNA	lncRNA
ENSG00000253438.5	ENST00000644627.1	PCAT1	PCAT1-221	lncRNA	lncRNA
ENSG00000253438.5	ENST00000646670.1	PCAT1	PCAT1-230	lncRNA	lncRNA
ENSG00000253438.5	ENST00000643079.1	PCAT1	PCAT1-210	lncRNA	lncRNA
ENSG00000253438.5	ENST00000643742.1	PCAT1	PCAT1-215	lncRNA	lncRNA
ENSG00000253438.5	ENST00000561978.1	PCAT1	PCAT1-208	lncRNA	lncRNA
ENSG00000253438.5	ENST00000642795.1	PCAT1	PCAT1-209	lncRNA	lncRNA
ENSG00000253438.5	ENST00000644588.1	PCAT1	PCAT1-219	lncRNA	lncRNA
ENSG00000253438.5	ENST00000645215.1	PCAT1	PCAT1-227	lncRNA	lncRNA
ENSG00000253573.2	ENST00000520224.2	ENSG00000253573	ENST00000520224	lncRNA	lncRNA
ENSG00000254166.4	ENST00000523510.1	CASC19	CASC19-203	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641912.1	CASC19	CASC19-264	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641421.1	CASC19	CASC19-230	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641588.1	CASC19	CASC19-243	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641496.2	CASC19	CASC19-235	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641013.1	CASC19	CASC19-205	lncRNA	lncRNA
ENSG00000254166.4	ENST00000642102.1	CASC19	CASC19-280	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641321.1	CASC19	CASC19-222	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641604.1	CASC19	CASC19-244	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641056.1	CASC19	CASC19-208	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641411.1	CASC19	CASC19-227	lncRNA	lncRNA
ENSG00000254166.4	ENST00000642126.1	CASC19	CASC19-282	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641001.1	CASC19	CASC19-204	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641828.1	CASC19	CASC19-260	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641480.1	CASC19	CASC19-232	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641418.1	CASC19	CASC19-229	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641414.2	CASC19	CASC19-228	lncRNA	lncRNA
ENSG00000254166.4	ENST00000642142.1	CASC19	CASC19-284	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641625.1	CASC19	CASC19-246	lncRNA	lncRNA
ENSG00000254166.4	ENST00000642118.2	CASC19	CASC19-281	lncRNA	lncRNA
ENSG00000254166.4	ENST00000642018.2	CASC19	CASC19-274	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641309.2	CASC19	CASC19-221	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641218.2	CASC19	CASC19-218	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641153.2	CASC19	CASC19-212	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641786.1	CASC19	CASC19-257	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641523.2	CASC19	CASC19-238	lncRNA	lncRNA
ENSG00000254166.4	ENST00000657669.1	CASC19	CASC19-285	lncRNA	lncRNA
ENSG00000254166.4	ENST00000500112.2	CASC19	CASC19-201	lncRNA	lncRNA
ENSG00000254166.4	ENST00000664744.1	CASC19	CASC19-287	lncRNA	lncRNA
ENSG00000254166.4	ENST00000641853.1	CASC19	CASC19-261	lncRNA	lncRNA
ENSG00000282961.1	ENST00000635449.1	PRNCR1	PRNCR1-201	lncRNA	lncRNA
ENSG00000287781.1	ENST00000668993.1	ENSG00000287781	ENST00000668993	lncRNA	lncRNA
ENSG00000246228.7	ENST00000501396.5	CASC8	CASC8-201	lncRNA	lncRNA
ENSG00000246228.7	ENST00000502082.5	CASC8	CASC8-203	lncRNA	lncRNA
ENSG00000212993.6	ENST00000645438.1	POU5F1B	POU5F1B-202	protein_coding	protein_coding
ENSG00000212993.6	ENST00000465342.4	POU5F1B	POU5F1B-201	protein_coding	protein_coding
ENSG00000212993.6	ENST00000696633.1	POU5F1B	POU5F1B-203	protein_coding	protein_coding
ENSG00000280997.1	ENST00000630920.1	CCAT2	CCAT2-201	lncRNA	lncRNA
ENSG00000286266.1	ENST00000652749.1	ENSG00000286266	ENST00000652749	lncRNA	lncRNA
ENSG00000286266.1	ENST00000650971.1	ENSG00000286266	ENST00000650971	lncRNA	lncRNA
ENSG00000286010.1	ENST00000652367.1	ENSG00000286010	ENST00000652367	lncRNA	lncRNA
ENSG00000249375.8	ENST00000502463.7	CASC11	CASC11-201	lncRNA	lncRNA
ENSG00000249375.8	ENST00000519071.6	CASC11	CASC11-203	lncRNA	lncRNA
ENSG00000249375.8	ENST00000672942.1	CASC11	CASC11-205	lncRNA	lncRNA
ENSG00000136997.22	ENST00000259523.10	MYC	MYC-201	protein_coding	protein_coding
ENSG00000136997.22	ENST00000641252.1	MYC	MYC-208	protein_coding	protein_coding
ENSG00000136997.22	ENST00000651626.1	MYC	MYC-209	protein_coding	protein_coding
ENSG00000136997.22	ENST00000641036.1	MYC	MYC-207	protein_coding	protein_coding
ENSG00000136997.22	ENST00000377970.6	MYC	MYC-202	protein_coding	protein_coding
ENSG00000136997.22	ENST00000524013.2	MYC	MYC-205	protein_coding	protein_coding
ENSG00000136997.22	ENST00000621592.8	MYC	MYC-206	protein_coding	protein_coding
ENSG00000136997.22	ENST00000707113.1	MYC	MYC-211	protein_coding	protein_coding
ENSG00000136997.22	ENST00000652288.1	MYC	MYC-210	protein_coding	protein_coding
ENSG00000136997.22	ENST00000707114.1	MYC	MYC-212	protein_coding	protein_coding
ENSG00000136997.22	ENST00000707115.1	MYC	MYC-213	protein_coding	protein_coding
ENSG00000136997.22	ENST00000707116.1	MYC	MYC-214	protein_coding	protein_coding
ENSG00000249859.14	ENST00000660200.1	PVT1	PVT1-292	lncRNA	lncRNA
ENSG00000249859.14	ENST00000665856.1	PVT1	PVT1-331	lncRNA	lncRNA
ENSG00000249859.14	ENST00000651587.1	PVT1	PVT1-224	lncRNA	lncRNA
ENSG00000249859.14	ENST00000657183.1	PVT1	PVT1-259	lncRNA	lncRNA
ENSG00000249859.14	ENST00000654324.1	PVT1	PVT1-241	lncRNA	lncRNA
ENSG00000249859.14	ENST00000521951.1	PVT1	PVT1-212	lncRNA	lncRNA
ENSG00000249859.14	ENST00000657112.1	PVT1	PVT1-258	lncRNA	lncRNA
ENSG00000249859.14	ENST00000670795.1	PVT1	PVT1-373	lncRNA	lncRNA
ENSG00000249859.14	ENST00000664265.1	PVT1	PVT1-317	lncRNA	lncRNA
ENSG00000249859.14	ENST00000657356.1	PVT1	PVT1-263	lncRNA	lncRNA
ENSG00000249859.14	ENST00000657449.1	PVT1	PVT1-265	lncRNA	lncRNA
ENSG00000249859.14	ENST00000667418.1	PVT1	PVT1-347	lncRNA	lncRNA
ENSG00000249859.14	ENST00000669416.1	PVT1	PVT1-362	lncRNA	lncRNA
ENSG00000249859.14	ENST00000660438.1	PVT1	PVT1-293	lncRNA	lncRNA
ENSG00000249859.14	ENST00000659326.1	PVT1	PVT1-284	lncRNA	lncRNA
ENSG00000249859.14	ENST00000522963.6	PVT1	PVT1-215	lncRNA	lncRNA
ENSG00000249859.14	ENST00000657596.1	PVT1	PVT1-268	lncRNA	lncRNA
ENSG00000249859.14	ENST00000661625.1	PVT1	PVT1-303	lncRNA	lncRNA
ENSG00000249859.14	ENST00000664995.1	PVT1	PVT1-323	lncRNA	lncRNA
ENSG00000249859.14	ENST00000656168.1	PVT1	PVT1-248	lncRNA	lncRNA
ENSG00000249859.14	ENST00000669951.1	PVT1	PVT1-364	lncRNA	lncRNA
ENSG00000249859.14	ENST00000656693.1	PVT1	PVT1-254	lncRNA	lncRNA
ENSG00000249859.14	ENST00000666776.1	PVT1	PVT1-340	lncRNA	lncRNA
ENSG00000249859.14	ENST00000668123.1	PVT1	PVT1-352	lncRNA	lncRNA
ENSG00000249859.14	ENST00000670532.1	PVT1	PVT1-368	lncRNA	lncRNA
ENSG00000249859.14	ENST00000667149.1	PVT1	PVT1-344	lncRNA	lncRNA
ENSG00000249859.14	ENST00000523068.2	PVT1	PVT1-216	lncRNA	lncRNA
ENSG00000249859.14	ENST00000521122.2	PVT1	PVT1-210	lncRNA	lncRNA
ENSG00000249859.14	ENST00000651568.1	PVT1	PVT1-223	lncRNA	lncRNA
ENSG00000249859.14	ENST00000670204.1	PVT1	PVT1-366	lncRNA	lncRNA
ENSG00000249859.14	ENST00000513868.6	PVT1	PVT1-203	lncRNA	lncRNA
ENSG00000249859.14	ENST00000659666.1	PVT1	PVT1-286	lncRNA	lncRNA
ENSG00000249859.14	ENST00000658840.1	PVT1	PVT1-282	lncRNA	lncRNA
ENSG00000249859.14	ENST00000671092.1	PVT1	PVT1-375	lncRNA	lncRNA
ENSG00000249859.14	ENST00000652492.1	PVT1	PVT1-226	lncRNA	lncRNA
ENSG00000249859.14	ENST00000656077.1	PVT1	PVT1-247	lncRNA	lncRNA
ENSG00000249859.14	ENST00000658158.1	PVT1	PVT1-276	lncRNA	lncRNA
ENSG00000280055.2	ENST00000624314.1	LINC02912	LINC02912-201	lncRNA	lncRNA
ENSG00000286034.1	ENST00000652078.1	ENSG00000286034	ENST00000652078	lncRNA	lncRNA
ENSG00000254275.6	ENST00000520206.5	LINC00824	LINC00824-203	lncRNA	lncRNA
ENSG00000254275.6	ENST00000517583.1	LINC00824	LINC00824-201	lncRNA	lncRNA
ENSG00000254275.6	ENST00000520766.5	LINC00824	LINC00824-204	lncRNA	lncRNA
ENSG00000254275.6	ENST00000523173.5	LINC00824	LINC00824-206	lncRNA	lncRNA
ENSG00000229140.12	ENST00000643616.1	CCDC26	CCDC26-210	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675388.1	CCDC26	CCDC26-307	lncRNA	lncRNA
ENSG00000229140.12	ENST00000676248.1	CCDC26	CCDC26-337	lncRNA	lncRNA
ENSG00000229140.12	ENST00000676407.1	CCDC26	CCDC26-342	lncRNA	lncRNA
ENSG00000229140.12	ENST00000630386.2	CCDC26	CCDC26-208	lncRNA	lncRNA
ENSG00000229140.12	ENST00000644194.1	CCDC26	CCDC26-211	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675970.1	CCDC26	CCDC26-328	lncRNA	lncRNA
ENSG00000229140.12	ENST00000667974.1	CCDC26	CCDC26-265	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675599.1	CCDC26	CCDC26-319	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675878.1	CCDC26	CCDC26-325	lncRNA	lncRNA
ENSG00000229140.12	ENST00000674741.1	CCDC26	CCDC26-286	lncRNA	lncRNA
ENSG00000229140.12	ENST00000674656.1	CCDC26	CCDC26-284	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675589.1	CCDC26	CCDC26-318	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675435.1	CCDC26	CCDC26-310	lncRNA	lncRNA
ENSG00000229140.12	ENST00000674762.1	CCDC26	CCDC26-288	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675948.1	CCDC26	CCDC26-327	lncRNA	lncRNA
ENSG00000229140.12	ENST00000674580.1	CCDC26	CCDC26-281	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675393.1	CCDC26	CCDC26-308	lncRNA	lncRNA
ENSG00000229140.12	ENST00000675072.1	CCDC26	CCDC26-298	lncRNA	lncRNA
ENSG00000229140.12	ENST00000642958.2	CCDC26	CCDC26-209	lncRNA	lncRNA
ENSG00000229140.12	ENST00000522667.1	CCDC26	CCDC26-204	lncRNA	lncRNA
ENSG00000287785.2	ENST00000658587.1	ENSG00000287785	ENST00000658587	lncRNA	lncRNA
ENSG00000253926.1	ENST00000519048.1	ENSG00000253926	ENST00000519048	lncRNA	lncRNA
ENSG00000285108.1	ENST00000646849.1	ENSG00000285108	ENST00000646849	lncRNA	lncRNA
ENSG00000147697.10	ENST00000276708.9	GSDMC	GSDMC-201	protein_coding	protein_coding
ENSG00000254317.1	ENST00000524100.1	ENSG00000254317	ENST00000524100	lncRNA	lncRNA
ENSG00000153310.22	ENST00000519824.6	CYRIB	CYRIB-215	protein_coding	protein_coding
ENSG00000153310.22	ENST00000694912.1	CYRIB	CYRIB-229	protein_coding	protein_coding
ENSG00000153310.22	ENST00000703342.1	CYRIB	CYRIB-231	protein_coding	protein_coding
ENSG00000153310.22	ENST00000699094.1	CYRIB	CYRIB-230	protein_coding	protein_coding
ENSG00000153310.22	ENST00000522746.5	CYRIB	CYRIB-223	protein_coding	protein_coding
ENSG00000153310.22	ENST00000523509.5	CYRIB	CYRIB-226	protein_coding	protein_coding
ENSG00000153310.22	ENST00000401979.6	CYRIB	CYRIB-201	protein_coding	protein_coding
ENSG00000153310.22	ENST00000519110.5	CYRIB	CYRIB-212	protein_coding	protein_coding
ENSG00000153310.22	ENST00000522250.5	CYRIB	CYRIB-220	protein_coding	protein_coding
ENSG00000153310.22	ENST00000517654.5	CYRIB	CYRIB-202	protein_coding	protein_coding
ENSG00000153310.22	ENST00000519540.5	CYRIB	CYRIB-214	protein_coding	protein_coding
ENSG00000153310.22	ENST00000522941.5	CYRIB	CYRIB-224	protein_coding	protein_coding
ENSG00000254263.1	ENST00000521014.1	ENSG00000254263	ENST00000521014	lncRNA	lncRNA
ENSG00000253720.2	ENST00000520146.2	ENSG00000253720	ENST00000520146	lncRNA	lncRNA
ENSG00000253720.2	ENST00000665358.1	ENSG00000253720	ENST00000665358	lncRNA	lncRNA
ENSG00000253720.2	ENST00000658834.1	ENSG00000253720	ENST00000658834	lncRNA	lncRNA
ENSG00000287195.1	ENST00000654339.1	ENSG00000287195	ENST00000654339	lncRNA	lncRNA
ENSG00000153317.15	ENST00000518721.6	ASAP1	ASAP1-202	protein_coding	protein_coding
ENSG00000153317.15	ENST00000357668.2	ASAP1	ASAP1-201	protein_coding	protein_coding
ENSG00000153317.15	ENST00000521075.5	ASAP1	ASAP1-211	protein_coding	nonsense_mediated_decay
ENSG00000153317.15	ENST00000520927.5	ASAP1	ASAP1-209	protein_coding	nonsense_mediated_decay
ENSG00000153317.15	ENST00000524299.1	ASAP1	ASAP1-215	protein_coding	nonsense_mediated_decay
ENSG00000280543.1	ENST00000626977.1	ASAP1-IT2	ASAP1-IT2-201	lncRNA	lncRNA
ENSG00000287201.1	ENST00000659449.1	ENSG00000287201	ENST00000659449	lncRNA	lncRNA
ENSG00000286535.1	ENST00000665729.1	ENSG00000286535	ENST00000665729	lncRNA	lncRNA
ENSG00000253656.1	ENST00000523502.1	ENSG00000253656	ENST00000523502	lncRNA	lncRNA
